SI.No. ,DISTRICT,ASSEMBLY CONSTITUENY NAME,VILLAGE PANCHAYAT,BLOCK PANCHAYAT,CORRESPONDING PARLIAMENT CONSTITUENCY,DMK MEMBER / ALLIANCE REPRESENTATIVE
237,KANCHEEPURAM,Madurantakam,Mathur,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
238,KANCHEEPURAM,Madurantakam,Minnal chithamur,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
239,KANCHEEPURAM,Madurantakam,Mogalvadi,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
240,KANCHEEPURAM,Madurantakam,Morapakkam,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
241,KANCHEEPURAM,Madurantakam,Murungai,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
242,KANCHEEPURAM,Madurantakam,Nedungal,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
243,KANCHEEPURAM,Madurantakam,Orathur,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
244,KANCHEEPURAM,Madurantakam,Orathi,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
245,KANCHEEPURAM,Madurantakam,Padhiri,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
246,KANCHEEPURAM,Madurantakam,Pallipettai,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
247,KANCHEEPURAM,Madurantakam,Pappanallur,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
248,KANCHEEPURAM,Madurantakam,Perumpakkam,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
249,KANCHEEPURAM,Madurantakam,Perumpairkandigai,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
250,KANCHEEPURAM,Madurantakam,Poragal,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
251,KANCHEEPURAM,Madurantakam,Porpanankaranai,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
252,KANCHEEPURAM,Madurantakam,Seethapuram,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
253,KANCHEEPURAM,Madurantakam,Sempoondi,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
254,KANCHEEPURAM,Madurantakam,Sirudhamur,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
255,KANCHEEPURAM,Madurantakam,Sirunagalur,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
256,KANCHEEPURAM,Madurantakam,Sirupairpondi,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
257,KANCHEEPURAM,Madurantakam,Thandaraipuducheri,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
258,KANCHEEPURAM,Madurantakam,Theetalam,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
259,KANCHEEPURAM,Madurantakam,Thimmapuram,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
260,KANCHEEPURAM,Madurantakam,Thinnalur,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
261,KANCHEEPURAM,Madurantakam,Thirumukkadu,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
262,KANCHEEPURAM,Madurantakam,Thozhupedu,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
263,KANCHEEPURAM,Madurantakam,Unamalai,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
264,KANCHEEPURAM,Madurantakam,Vadamanipakkam,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
265,KANCHEEPURAM,Madurantakam,Vedanthangal,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
266,KANCHEEPURAM,Madurantakam,Velamur,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
267,KANCHEEPURAM,Madurantakam,Veliyampakkam,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
268,KANCHEEPURAM,Madurantakam,Vellaputhur,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
269,KANCHEEPURAM,Madurantakam,Vilangadu,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
270,KANCHEEPURAM,Madurantakam,Vinnampoondi,ACHARAPAKKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
271,KANCHEEPURAM,Madurantakam,Andavakkam,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
272,KANCHEEPURAM,Madurantakam,Arayapakkam,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
273,KANCHEEPURAM,Madurantakam,Ariyanur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
274,KANCHEEPURAM,Madurantakam,Arungunam,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
275,KANCHEEPURAM,Madurantakam,Avrimedu,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
276,KANCHEEPURAM,Madurantakam,Bukkathurai,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
277,KANCHEEPURAM,Madurantakam,Budur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
278,KANCHEEPURAM,Madurantakam,Chinnavenmani,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
279,KANCHEEPURAM,Madurantakam,Devadur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
280,KANCHEEPURAM,Madurantakam,Gendiracherry,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
281,KANCHEEPURAM,Madurantakam,Irumbedu,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
282,KANCHEEPURAM,Madurantakam,Janakipuram,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
283,KANCHEEPURAM,Madurantakam,Kattudevadur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
284,KANCHEEPURAM,Madurantakam,Karunagaracherry,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
285,KANCHEEPURAM,Madurantakam,Kavadur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
286,KANCHEEPURAM,Madurantakam,Kallabiranpuram,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
287,KANCHEEPURAM,Madurantakam,Kinar,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
288,KANCHEEPURAM,Madurantakam,Kumaravadi,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
289,KANCHEEPURAM,Madurantakam,Keelakandai,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
290,KANCHEEPURAM,Madurantakam,Keelavalam,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
291,KANCHEEPURAM,Madurantakam,Kunnathur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
292,KANCHEEPURAM,Madurantakam,Lakshminarayanapuram,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
293,KANCHEEPURAM,Madurantakam,Mamandur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
294,KANCHEEPURAM,Madurantakam,Mangalam,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
295,KANCHEEPURAM,Madurantakam,Meyyur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
296,KANCHEEPURAM,Madurantakam,Munnuthikuppam,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
297,KANCHEEPURAM,Madurantakam,Murukampakkam,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
298,KANCHEEPURAM,Madurantakam,Nallamur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
299,KANCHEEPURAM,Madurantakam,Nallur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
300,KANCHEEPURAM,Madurantakam,Neerpair,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
301,KANCHEEPURAM,Madurantakam,Nesapakkam,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
302,KANCHEEPURAM,Madurantakam,Nethapakkam,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
303,KANCHEEPURAM,Madurantakam,Netrampakkam,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
304,KANCHEEPURAM,Madurantakam,Nelli,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
305,KANCHEEPURAM,Madurantakam,Nelvoy,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
306,KANCHEEPURAM,Madurantakam,Onampakkam,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
307,KANCHEEPURAM,Madurantakam,Padalam,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
308,KANCHEEPURAM,Madurantakam,Pakkam,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
309,KANCHEEPURAM,Madurantakam,Pazhamathur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
310,KANCHEEPURAM,Madurantakam,Pilappur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
311,KANCHEEPURAM,Madurantakam,Pazhayanur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
312,KANCHEEPURAM,Madurantakam,Pudupattu,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
313,KANCHEEPURAM,Madurantakam,Periyavenmani,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
314,KANCHEEPURAM,Madurantakam,Peruveli,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
315,KANCHEEPURAM,Madurantakam,Puliyaranankottai,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
316,KANCHEEPURAM,Madurantakam,Saravambakkam,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
317,KANCHEEPURAM,Madurantakam,Sirunallur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
318,KANCHEEPURAM,Madurantakam,Silavattam,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
319,KANCHEEPURAM,Madurantakam,Sithandi,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
320,KANCHEEPURAM,Madurantakam,Soorai,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
321,KANCHEEPURAM,Madurantakam,Thonnadu,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
322,KANCHEEPURAM,Madurantakam,Vaiyavur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
323,KANCHEEPURAM,Madurantakam,Veeranakunnam,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
324,KANCHEEPURAM,Madurantakam,Vettur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
325,KANCHEEPURAM,Madurantakam,Vilvarayanallur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
326,KANCHEEPURAM,Madurantakam,Viralur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
327,KANCHEEPURAM,Madurantakam,Zamin Budur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
328,KANCHEEPURAM,Madurantakam,Zamin Endathur,MADURANTAKAM,Kancheepuram,K. Maragatham (Regional Context) / S. Amulu Ponmalar
329,KANCHEEPURAM,Pallavaram,polichalur kiramam,THOMAS MALAI,Sriperumbudur,I. Karunanithi
330,KANCHEEPURAM,Pallavaram,Thirusulam,THOMAS MALAI,Sriperumbudur,I. Karunanithi
331,KANCHEEPURAM,Shozhinganallur,Kovilambakkam,THOMAS MALAI,Chennai South,S. Aravind Ramesh
332,KANCHEEPURAM,Shozhinganallur,Medavakkam,THOMAS MALAI,Chennai South,S. Aravind Ramesh
333,KANCHEEPURAM,Shozhinganallur,Nanmangalam,THOMAS MALAI,Chennai South,S. Aravind Ramesh
334,KANCHEEPURAM,Shozhinganallur,Ottiambakkam,THOMAS MALAI,Chennai South,S. Aravind Ramesh
335,KANCHEEPURAM,Shozhinganallur,Perumbakkam,THOMAS MALAI,Chennai South,S. Aravind Ramesh
336,KANCHEEPURAM,Shozhinganallur,Siththaalapaakkam,THOMAS MALAI,Chennai South,S. Aravind Ramesh
337,KANCHEEPURAM,Shozhinganallur,Vengaivasal,THOMAS MALAI,Chennai South,S. Aravind Ramesh
338,KANCHEEPURAM,Sriperumbudur,Akkammapuram,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
339,KANCHEEPURAM,Sriperumbudur,Balnallur,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
340,KANCHEEPURAM,Sriperumbudur,Chellampattidai,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
341,KANCHEEPURAM,Sriperumbudur,Echoor,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
342,KANCHEEPURAM,Sriperumbudur,Edayarpakkam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
343,KANCHEEPURAM,Sriperumbudur,Ekanapuram,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
344,KANCHEEPURAM,Sriperumbudur,Eraiyur,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
345,KANCHEEPURAM,Sriperumbudur,Gunagarampakkam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
346,KANCHEEPURAM,Sriperumbudur,Gunduperumbedu,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
347,KANCHEEPURAM,Sriperumbudur,Irungattukottai,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
348,KANCHEEPURAM,Sriperumbudur,Kaduvancheri,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
349,KANCHEEPURAM,Sriperumbudur,Kandur,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
350,KANCHEEPURAM,Sriperumbudur,Kannanthangal,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
351,KANCHEEPURAM,Sriperumbudur,Kappankottur,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
352,KANCHEEPURAM,Sriperumbudur,Keeranallur,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
353,KANCHEEPURAM,Sriperumbudur,Keevalur,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
354,KANCHEEPURAM,Sriperumbudur,Katrampakkam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
355,KANCHEEPURAM,Sriperumbudur,Kiloy,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
356,KANCHEEPURAM,Sriperumbudur,Kolathur,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
357,KANCHEEPURAM,Sriperumbudur,Kottur,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
358,KANCHEEPURAM,Sriperumbudur,Kunnam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
359,KANCHEEPURAM,Sriperumbudur,Maduramangalam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
360,KANCHEEPURAM,Sriperumbudur,Mahanyam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
361,KANCHEEPURAM,Sriperumbudur,Mannur,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
362,KANCHEEPURAM,Sriperumbudur,Mambakkam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
363,KANCHEEPURAM,Sriperumbudur,Mathur,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
364,KANCHEEPURAM,Sriperumbudur,Melmaduramangalam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
365,KANCHEEPURAM,Sriperumbudur,Mettupalayam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
366,KANCHEEPURAM,Sriperumbudur,Mevalurkuppam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
367,KANCHEEPURAM,Sriperumbudur,Molachur,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
368,KANCHEEPURAM,Sriperumbudur,Nemili,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
369,KANCHEEPURAM,Sriperumbudur,O.M.Mangalam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
370,KANCHEEPURAM,Sriperumbudur,Panrutti,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
371,KANCHEEPURAM,Sriperumbudur,Pappankuzhi,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
372,KANCHEEPURAM,Sriperumbudur,Perinjambakkam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
373,KANCHEEPURAM,Sriperumbudur,Pennalur,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
374,KANCHEEPURAM,Sriperumbudur,Pichivakkam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
375,KANCHEEPURAM,Sriperumbudur,Podavur,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
376,KANCHEEPURAM,Sriperumbudur,Pondur,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
377,KANCHEEPURAM,Sriperumbudur,Pillaipakkam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
378,KANCHEEPURAM,Sriperumbudur,Ramanujapuram,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
379,KANCHEEPURAM,Sriperumbudur,Santhavelur,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
380,KANCHEEPURAM,Sriperumbudur,Selvazhimangalam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
381,KANCHEEPURAM,Sriperumbudur,Sendamangalam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
382,KANCHEEPURAM,Sriperumbudur,Sengadu,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
383,KANCHEEPURAM,Sriperumbudur,Sirumangadu,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
384,KANCHEEPURAM,Sriperumbudur,Singlipadi,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
385,KANCHEEPURAM,Sriperumbudur,Sivapuram,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
386,KANCHEEPURAM,Sriperumbudur,Sogandy,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
387,KANCHEEPURAM,Sriperumbudur,Thirumangalam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
388,KANCHEEPURAM,Sriperumbudur,Thandalam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
389,KANCHEEPURAM,Sriperumbudur,Thathanur,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
390,KANCHEEPURAM,Sriperumbudur,Thulasapuram,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
391,KANCHEEPURAM,Sriperumbudur,Vadamangalam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
392,KANCHEEPURAM,Sriperumbudur,Vallakottai,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
393,KANCHEEPURAM,Sriperumbudur,Vallam,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
394,KANCHEEPURAM,Sriperumbudur,Valarpuram,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
395,KANCHEEPURAM,Sriperumbudur,Vengadu,SRIPERUMBUDUR,Sriperumbudur,K. Selvam (Alliance)
396,KANCHEEPURAM,Sriperumbudur,Adhanur,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
397,KANCHEEPURAM,Sriperumbudur,Amarambedu,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
398,KANCHEEPURAM,Sriperumbudur,Ezhichur,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
399,KANCHEEPURAM,Sriperumbudur,Erumaiyur,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
400,KANCHEEPURAM,Sriperumbudur,Karasangal,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
401,KANCHEEPURAM,Sriperumbudur,Kavanur,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
402,KANCHEEPURAM,Sriperumbudur,Kozhumanivakkam,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
403,KANCHEEPURAM,Sriperumbudur,Kollacheri,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
404,KANCHEEPURAM,Sriperumbudur,Malaiyambakkam,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
405,KANCHEEPURAM,Sriperumbudur,Malaippattu,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
406,KANCHEEPURAM,Sriperumbudur,Manimangalam,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
407,KANCHEEPURAM,Sriperumbudur,Madambakkam,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
408,KANCHEEPURAM,Sriperumbudur,Naduveerapattu,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
409,KANCHEEPURAM,Sriperumbudur,Nandambakkam,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
410,KANCHEEPURAM,Sriperumbudur,Nattarasanpattu,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
411,KANCHEEPURAM,Sriperumbudur,Orathur,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
412,KANCHEEPURAM,Sriperumbudur,Padappai,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
413,KANCHEEPURAM,Sriperumbudur,Pazhandhandalam,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
414,KANCHEEPURAM,Sriperumbudur,Poonthandalam,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
415,KANCHEEPURAM,Sriperumbudur,Salamangalam,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
416,KANCHEEPURAM,Sriperumbudur,Serapanancheri,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
417,KANCHEEPURAM,Sriperumbudur,Sethupattu,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
418,KANCHEEPURAM,Sriperumbudur,Sennakkuppam,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
419,KANCHEEPURAM,Sriperumbudur,Somangalam,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
420,KANCHEEPURAM,Sriperumbudur,Sikkarayapuram,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
421,KANCHEEPURAM,Sriperumbudur,Sirukalathur,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
422,KANCHEEPURAM,Sriperumbudur,Thirumudivakkam,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
423,KANCHEEPURAM,Sriperumbudur,Vadakkupattu,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
424,KANCHEEPURAM,Sriperumbudur,Vattambakkam,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
425,KANCHEEPURAM,Sriperumbudur,Varadharajapuram,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
426,KANCHEEPURAM,Sriperumbudur,Vaipoor,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
427,KANCHEEPURAM,Sriperumbudur,Valayakkaranai,KUNDRATHUR,Sriperumbudur,K. Selvam (Alliance)
428,KANCHEEPURAM,Tambaram,Agaramthen,THOMAS MALAI,Sriperumbudur,S.R. Raja
429,KANCHEEPURAM,Tambaram,Madurapakkam,THOMAS MALAI,Sriperumbudur,S.R. Raja
430,KANCHEEPURAM,Tambaram,Mudichur,THOMAS MALAI,Sriperumbudur,S.R. Raja
431,KANCHEEPURAM,Tambaram,Thiruvencheri,THOMAS MALAI,Sriperumbudur,S.R. Raja
432,KANCHEEPURAM,Thiruporur,Alathur,THIRUPORUR,Kancheepuram,S.S. Balaji (Alliance)
433,KANCHEEPURAM,Thiruporur,Amoor,THIRUPORUR,Kancheepuram,S.S. Balaji (Alliance)
434,KANCHEEPURAM,Thiruporur,Arungundram,THIRUPORUR,Kancheepuram,S.S. Balaji (Alliance)
435,KANCHEEPURAM,Thiruporur,Hanumanthapuram,THIRUPORUR,Kancheepuram,S.S. Balaji (Alliance)
436,KANCHEEPURAM,Thiruporur,Illalur,THIRUPORUR,Kancheepuram,S.S. Balaji (Alliance)
437,KANCHEEPURAM,Thiruporur,Kanathur  Reddykuppam,THIRUPORUR,Kancheepuram,S.S. Balaji (Alliance)
438,KANCHEEPURAM,Thiruporur,Karanai,THIRUPORUR,Kancheepuram,S.S. Balaji (Alliance)
439,KANCHEEPURAM,Thiruporur,Karumbakkam,THIRUPORUR,Kancheepuram,S.S. Balaji (Alliance)
440,KANCHEEPURAM,Thiruporur,Kayar,THIRUPORUR,Kancheepuram,S.S. Balaji (Alliance)
441,KANCHEEPURAM,Thiruporur,Kolathur,THIRUPORUR,Kancheepuram,S.S. Balaji (Alliance)
